study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJEB11202	ERP012552	SAMEA3580784	ERS887933	ERX1120895	ERR1041413	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E3.2.455		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	8948672	384792896	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E3.2.455	E-MTAB-3929:E3.2.455	355035580	b17a0f74887061120679a2529902aa03	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/003/ERR1041413/ERR1041413.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/003/ERR1041413/ERR1041413.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/003/ERR1041413/ERR1041413.fastq.gz	319876762	41323dce8d8007cdc51e61b1e49780b0	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041413/E3.2.455.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1041413/E3.2.455.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041413/E3.2.455.fastq.gz	FASTQ	416930491	453d918fae4c7a3f28ea2cd2577e8de3	ftp.sra.ebi.ac.uk/vol1/err/ERR104/003/ERR1041413	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/003/ERR1041413	ftp.sra.ebi.ac.uk/vol1/err/ERR104/003/ERR1041413				E-MTAB-3929:E3.2.455	ArrayExpress	E3.2.455		2015-10-02
PRJEB11202	ERP012552	SAMEA3580785	ERS887934	ERX1120896	ERR1041414	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E3.2.466		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	5547967	238562581	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E3.2.466	E-MTAB-3929:E3.2.466	223277078	383314e976b0130369212a32d15f2454	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/004/ERR1041414/ERR1041414.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/004/ERR1041414/ERR1041414.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/004/ERR1041414/ERR1041414.fastq.gz	201501515	ec66d0fffa3302daef212d75485fb05c	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041414/E3.2.466.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1041414/E3.2.466.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041414/E3.2.466.fastq.gz	FASTQ	261549042	3b5c5b63d66fff99f0edfb50a2af1091	ftp.sra.ebi.ac.uk/vol1/err/ERR104/004/ERR1041414	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/004/ERR1041414	ftp.sra.ebi.ac.uk/vol1/err/ERR104/004/ERR1041414				E-MTAB-3929:E3.2.466	ArrayExpress	E3.2.466		2015-10-02
PRJEB11202	ERP012552	SAMEA3580786	ERS887935	ERX1120897	ERR1041415	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E3.2.467		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	8527930	366700990	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E3.2.467	E-MTAB-3929:E3.2.467	339014167	969e0c5afc30ac1beb6a64ae05a84d88	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/005/ERR1041415/ERR1041415.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/005/ERR1041415/ERR1041415.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/005/ERR1041415/ERR1041415.fastq.gz	305404948	ee9771cba2efd35e004ccbd2a9d242de	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041415/E3.2.467.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1041415/E3.2.467.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041415/E3.2.467.fastq.gz	FASTQ	399020033	b1500b11ff3d29985a857bde456edd97	ftp.sra.ebi.ac.uk/vol1/err/ERR104/005/ERR1041415	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/005/ERR1041415	ftp.sra.ebi.ac.uk/vol1/err/ERR104/005/ERR1041415				E-MTAB-3929:E3.2.467	ArrayExpress	E3.2.467		2015-10-02
PRJEB11202	ERP012552	SAMEA3580787	ERS887936	ERX1120898	ERR1041416	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E3.3.456		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	7907728	340032304	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E3.3.456	E-MTAB-3929:E3.3.456	310847307	9a5092cdf0219be50101a41cd8fb4473	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/006/ERR1041416/ERR1041416.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/006/ERR1041416/ERR1041416.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/006/ERR1041416/ERR1041416.fastq.gz	279441246	4429e148aa19b4cf5cf8833c838c58b5	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041416/E3.3.456.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1041416/E3.3.456.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041416/E3.3.456.fastq.gz	FASTQ	369979940	6e48abbc4b9fa8dde4633b84b60f8ea5	ftp.sra.ebi.ac.uk/vol1/err/ERR104/006/ERR1041416	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/006/ERR1041416	ftp.sra.ebi.ac.uk/vol1/err/ERR104/006/ERR1041416				E-MTAB-3929:E3.3.456	ArrayExpress	E3.3.456		2015-10-02
PRJEB11202	ERP012552	SAMEA3580788	ERS887937	ERX1120899	ERR1041417	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E3.3.457		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	6849883	294544969	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E3.3.457	E-MTAB-3929:E3.3.457	277245074	8d1354d84c2df829801757a41f4f3479	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/007/ERR1041417/ERR1041417.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/007/ERR1041417/ERR1041417.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/007/ERR1041417/ERR1041417.fastq.gz	250263000	d51509a2819f8c2a3d8118fc0b9f9ce3	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041417/E3.3.457.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1041417/E3.3.457.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041417/E3.3.457.fastq.gz	FASTQ	325143388	4b4902b0251cea1283ee83bc531dae81	ftp.sra.ebi.ac.uk/vol1/err/ERR104/007/ERR1041417	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/007/ERR1041417	ftp.sra.ebi.ac.uk/vol1/err/ERR104/007/ERR1041417				E-MTAB-3929:E3.3.457	ArrayExpress	E3.3.457		2015-10-02
PRJEB11202	ERP012552	SAMEA3580789	ERS887938	ERX1120900	ERR1041418	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E3.3.458		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	5558624	239020832	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E3.3.458	E-MTAB-3929:E3.3.458	220096749	b012a89b9e6d672335529f655b11eb60	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/008/ERR1041418/ERR1041418.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/008/ERR1041418/ERR1041418.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/008/ERR1041418/ERR1041418.fastq.gz	198227092	be67c45aa8b30e27f6b44ae72ada74de	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041418/E3.3.458.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1041418/E3.3.458.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041418/E3.3.458.fastq.gz	FASTQ	259723555	f864cf3cb6f95401b8cbd4d8e4c26100	ftp.sra.ebi.ac.uk/vol1/err/ERR104/008/ERR1041418	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/008/ERR1041418	ftp.sra.ebi.ac.uk/vol1/err/ERR104/008/ERR1041418				E-MTAB-3929:E3.3.458	ArrayExpress	E3.3.458		2015-10-02
PRJEB11202	ERP012552	SAMEA3580790	ERS887939	ERX1120901	ERR1041419	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E3.3.459		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	4839189	208085127	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E3.3.459	E-MTAB-3929:E3.3.459	206140395	2381b1249079040986d1784673548ced	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/009/ERR1041419/ERR1041419.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/009/ERR1041419/ERR1041419.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/009/ERR1041419/ERR1041419.fastq.gz	187188350	9fdb0cc2ba0a4a073c45a2ee1b9f3b99	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041419/E3.3.459.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1041419/E3.3.459.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041419/E3.3.459.fastq.gz	FASTQ	236036535	20ff3bff9c86a43b0a33a624c4150d70	ftp.sra.ebi.ac.uk/vol1/err/ERR104/009/ERR1041419	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/009/ERR1041419	ftp.sra.ebi.ac.uk/vol1/err/ERR104/009/ERR1041419				E-MTAB-3929:E3.3.459	ArrayExpress	E3.3.459		2015-10-02
PRJEB11202	ERP012552	SAMEA3580791	ERS887940	ERX1120902	ERR1041420	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E3.3.460		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	13177847	566647421	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E3.3.460	E-MTAB-3929:E3.3.460	521777070	7d123327f1dafef1a3c0a0e0cfc411a9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/000/ERR1041420/ERR1041420.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/000/ERR1041420/ERR1041420.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/000/ERR1041420/ERR1041420.fastq.gz	469060896	1c16faf2267bbbf240898f40342c92c5	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041420/E3.3.460.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1041420/E3.3.460.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041420/E3.3.460.fastq.gz	FASTQ	615631972	c111789ba5d543350b1b2f8e9702c66a	ftp.sra.ebi.ac.uk/vol1/err/ERR104/000/ERR1041420	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/000/ERR1041420	ftp.sra.ebi.ac.uk/vol1/err/ERR104/000/ERR1041420				E-MTAB-3929:E3.3.460	ArrayExpress	E3.3.460		2015-10-02
PRJEB11202	ERP012552	SAMEA3580792	ERS887941	ERX1120903	ERR1041421	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E3.4.462		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	9573539	411662177	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E3.4.462	E-MTAB-3929:E3.4.462	391749792	86e840969209b1f0e2f83889287dc2ca	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/001/ERR1041421/ERR1041421.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/001/ERR1041421/ERR1041421.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/001/ERR1041421/ERR1041421.fastq.gz	353877269	9d2e29160bcb6412e781da9e8e99decb	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041421/E3.4.462.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1041421/E3.4.462.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041421/E3.4.462.fastq.gz	FASTQ	457256172	0273f7172bc5b3e0b7d31f28bd7de0ef	ftp.sra.ebi.ac.uk/vol1/err/ERR104/001/ERR1041421	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/001/ERR1041421	ftp.sra.ebi.ac.uk/vol1/err/ERR104/001/ERR1041421				E-MTAB-3929:E3.4.462	ArrayExpress	E3.4.462		2015-10-02
PRJEB11202	ERP012552	SAMEA3580793	ERS887942	ERX1120904	ERR1041422	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E3.4.463		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	7543991	324391613	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E3.4.463	E-MTAB-3929:E3.4.463	299847368	83097858add3ef0555e3aefb57410824	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/002/ERR1041422/ERR1041422.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/002/ERR1041422/ERR1041422.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/002/ERR1041422/ERR1041422.fastq.gz	270200988	bd6b546004b4f2c9c235a0e9c76d37ea	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041422/E3.4.463.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1041422/E3.4.463.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041422/E3.4.463.fastq.gz	FASTQ	352266722	773e18eaf77007fe27544a574199dcbb	ftp.sra.ebi.ac.uk/vol1/err/ERR104/002/ERR1041422	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/002/ERR1041422	ftp.sra.ebi.ac.uk/vol1/err/ERR104/002/ERR1041422				E-MTAB-3929:E3.4.463	ArrayExpress	E3.4.463		2015-10-02
PRJEB11202	ERP012552	SAMEA3580794	ERS887943	ERX1120905	ERR1041423	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E3.4.465		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	7742674	332934982	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E3.4.465	E-MTAB-3929:E3.4.465	308687798	af69bb60985606b67bbe737ea7e58a28	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/003/ERR1041423/ERR1041423.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/003/ERR1041423/ERR1041423.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/003/ERR1041423/ERR1041423.fastq.gz	278279586	4a5f89543a62d225429d1f3f8bb984da	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041423/E3.4.465.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1041423/E3.4.465.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041423/E3.4.465.fastq.gz	FASTQ	362112498	09f0ac562220cd42cb5b7b00a285f8a8	ftp.sra.ebi.ac.uk/vol1/err/ERR104/003/ERR1041423	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/003/ERR1041423	ftp.sra.ebi.ac.uk/vol1/err/ERR104/003/ERR1041423				E-MTAB-3929:E3.4.465	ArrayExpress	E3.4.465		2015-10-02
PRJEB11202	ERP012552	SAMEA3580795	ERS887944	ERX1120906	ERR1041424	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E4.1.1		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	19285247	809980374	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E4.1.1	E-MTAB-3929:E4.1.1	841883628	a1b1ea9d64cce83b46aab2f938ae78f5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/004/ERR1041424/ERR1041424.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/004/ERR1041424/ERR1041424.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/004/ERR1041424/ERR1041424.fastq.gz	764232572	e5664a7eedc262778d26a88c834c8031	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041424/E4.1.1.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1041424/E4.1.1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041424/E4.1.1.fastq.gz	FASTQ	956537536	192202dd2a96f8c7df876334b93bbe60	ftp.sra.ebi.ac.uk/vol1/err/ERR104/004/ERR1041424	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/004/ERR1041424	ftp.sra.ebi.ac.uk/vol1/err/ERR104/004/ERR1041424				E-MTAB-3929:E4.1.1	ArrayExpress	E4.1.1		2015-10-02
PRJEB11202	ERP012552	SAMEA3580796	ERS887945	ERX1120907	ERR1041425	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E4.1.2		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	8577851	360269742	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E4.1.2	E-MTAB-3929:E4.1.2	348413774	a3f84fb9e03f087ef369492af79fac56	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/005/ERR1041425/ERR1041425.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/005/ERR1041425/ERR1041425.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/005/ERR1041425/ERR1041425.fastq.gz	314381773	e463cceb25770744f4ea7caa44dbe26a	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041425/E4.1.2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1041425/E4.1.2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041425/E4.1.2.fastq.gz	FASTQ	402979861	4518ff7a2fbf68c3cb66faea2d84e5c3	ftp.sra.ebi.ac.uk/vol1/err/ERR104/005/ERR1041425	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/005/ERR1041425	ftp.sra.ebi.ac.uk/vol1/err/ERR104/005/ERR1041425				E-MTAB-3929:E4.1.2	ArrayExpress	E4.1.2		2015-10-02
PRJEB11202	ERP012552	SAMEA3580797	ERS887946	ERX1120908	ERR1041426	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E4.1.3		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	8340607	350305494	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E4.1.3	E-MTAB-3929:E4.1.3	340072363	dffaa58af54b6efa006b3806dcadcefb	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/006/ERR1041426/ERR1041426.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/006/ERR1041426/ERR1041426.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/006/ERR1041426/ERR1041426.fastq.gz	307035283	fc89232c5ea59abedff25e175d8bcf23	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041426/E4.1.3.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1041426/E4.1.3.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041426/E4.1.3.fastq.gz	FASTQ	392233357	a9e2b215e0df860a74a074fa425a2692	ftp.sra.ebi.ac.uk/vol1/err/ERR104/006/ERR1041426	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/006/ERR1041426	ftp.sra.ebi.ac.uk/vol1/err/ERR104/006/ERR1041426				E-MTAB-3929:E4.1.3	ArrayExpress	E4.1.3		2015-10-02
PRJEB11202	ERP012552	SAMEA3580798	ERS887947	ERX1120909	ERR1041427	ERA510323	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000	E4.1.4		SINGLE	RNA-Seq	TRANSCRIPTOMIC	RANDOM	8174409	343325178	Department of Cell and Molecular Biology, Karolinska Institutet	2016-04-06	2018-11-16	Illumina HiSeq 2000 sequencing; Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	Single-cell RNA-seq reveal lineage formation and X-chromosome dosage compensation in human preimplantation embryos	E-MTAB-3929	E-MTAB-3929:E4.1.4	E-MTAB-3929:E4.1.4	331858444	8d6c6f84cedba477cd5ac23de422269f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/007/ERR1041427/ERR1041427.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR104/007/ERR1041427/ERR1041427.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR104/007/ERR1041427/ERR1041427.fastq.gz	299545963	d8e21e2efddd3ad0bbd5aa78e2bdd732	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041427/E4.1.4.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR104/ERR1041427/E4.1.4.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR104/ERR1041427/E4.1.4.fastq.gz	FASTQ	383411878	786387c801e47bb195c3bcd3ff8c932d	ftp.sra.ebi.ac.uk/vol1/err/ERR104/007/ERR1041427	fasp.sra.ebi.ac.uk:/vol1/err/ERR104/007/ERR1041427	ftp.sra.ebi.ac.uk/vol1/err/ERR104/007/ERR1041427				E-MTAB-3929:E4.1.4	ArrayExpress	E4.1.4		2015-10-02
